StartDate;EndDate;Status;Progress;Duration (in seconds);Finished;RecordedDate;ResponseId;DistributionChannel;UserLanguage;Q_RecaptchaScore;Q_RecaptchaAssessmentName;PRIVACYINFO;CONSENT;AGE;GENDER;EDUCATION;PARENT;POLITCS_PARTY;POLITICS_LEFTRIGHT;MFQ1_HARM_EMOTIONALLY_1;MFQ1_FAIRNESS_TREATED_2;MFQ1_INGROUP_LOVECOUNTRY_3;MFQ1_AUTHORITY_RESPECT_4;MFQ1_PURITY_DECENCY_5;MFQ1_LIBERTYECO_PROPERTY_6;MFQ1_MATH_7;MFQ1_HARM_WEAK_8;MFQ1_FAIRNESS_UNFAIRLY_9;MFQ1_INGROUP_BETRAY_10;MFQ1_LIBERTYLIFE_FREE_11;MFQ1_AUTHORITY_TRADITIONS_12;MFQ1_PURITY_DISGUSTING_13;MFQ1_HARM_CRUEL_14;MFQ1_FAIRNESS_RIGHTS_15;MFQ1_INGROUP_LOYALTY_16;MFQ1_AUTHORITY_CHAOS_17;MFQ1_PURITY_GOD_18;MFQ2_HARM_COMPASSION_1;MFQ2_FAIRNESS_FAIRLY_2;MFQ2_LIBERTYECO_SOCIETY_3;MFQ2_INGROUP_HISTORY_4;MFQ2_AUTHORITY_KIDRESPECT_5;MFQ2_PURITY_HARMLESSDG_6;MFQ2_GOOD_7;MFQ2_LIBERTYECO_INFER_8;MFQ2_HARM_ANIMAL_9;MFQ2_FAIRNESS_JUSTICE_10;MFQ2_INGROUP_FAMILY_11;MFQ2_LIBERTYECO_WEALTH_12;MFQ2_AUTHORITY_SEXROLES_13;MFQ2_PURITY_UNNATURAL_14;MFQ2_LIBERTYECO_COMMONGOOD_15;MFQ2_HARM_KILL_16;MFQ2_FAIRNESS_RICH_17;MFQ2_LIBERTYECO_PROPERTY_18;MFQ2_INGROUP_TEAM_19;MFQ2_LIBERTYLIFE_TRADITION_20;MFQ2_AUTHORITY_SOLDIER_21;MFQ2_PURITY_CHASTITY_22;MFQ2_LIBERTYLIFE_CHOICE_23;VCI_SAFETY_1;VCI_PARENTSRIGHT_2;VCI_OVERWHELM_3;VCI_PROTECTOTHERS_4;VCI_ALLERGIES_5;VCI_LIVINGSTANDARDS_6;VCI_DECISION_7;VCI_PHARMA_8;VCI_NOTNEEDED_9;VCI_COMPULSORY_10;VCI_CAUSEDISEASE_11;VCI_CONCEAL_12;VCI_ALTERNATIVE_13;VCI_TOXINS_14;VCI_PROTECTALL_15;VCI_NATURALLY_16;VCI_EXEMPT_17;VCI_INEFFECTIVE_18;BVIS_HEPATITISB_1;BVIS_HPV_2;BVIS_MEASELS_3;BVIS_MENINGOCOCCAL_4;BVIS_PERTUSSIS_5;BVIS_MUMPS_6;BVIS_POLIO_7;BVIS_ROTAVIRUS_8;BVIS_RUBELLA_9;BVIS_TETANUS_10;BVIS_CHICKENPOX_11;COVCI_COVIDINFECTION;COVCI_VACCINATED_2;COVCI_YES_ASAP_31;COVCI_YES_DECIDE_32;COVCI_YES_IMPORTANCE_33;COVCI_YES_FREEDECISION_34;COVCI_YES_THOUGHFUL_35;COVCI_YES_SIDEEFFECTS_36;COVCI_YES_INFECTION_37;COVCI_YES_JOBLOSS_38;COVCI_YES_DISADVANTAGE_39;COVCI_YES_TRUST_40;COVCI_YES_RECOMMENDATION_41;COVCI_YES_PROTECTME_42;COVCI_YES_PROTECTOTHERS_43;COVCI_YES_DUTY_44;COVCI_YES_CHOOSEVACCINE_45;COVCI_YES_ANYVACCINE_46;COVCI_YES_UNNATURAL_47;COVCI_YES_WAIT_48;COVCI_YES_INFORMED_49;COVCI_YES_PROTECTGENERALLY_50;COVCI_NO_CHANCE_3;COVCI_NO_INTENTION_4;COVCI_NO_ASAP_5;COVCI_NO_DECIDE_6;COVCI_NO_IMPORTANCE_7;COVCI_NO_THOUGHTFUL_8;COVCI_NO_SIDEEFFECTS_9;COVCI_NO_INFECTION_10;COVCI_NO_JOBLOSS_11;COVCI_NO_DISADVANTAGE_12;COVCI_NO_TRUST_13;COVCI_NO_ROCOMMENDATION_14;COVCI_NO_PROTECTME_15;COVCI_NO_PROTECTOTHERS_16;COVCI_NO_DUTY_17;COVCI_NO_CHOOSEVACCINE_18;COVCI_NO_ANYVACCINE_19;COVCI_NO_UNNATURAL_20;COVCI_NO_WAIT_21;COVCI_NO_INFORMED_22;COVCI_NO_PROTECTGENERALLY_23;COVCI_NO_ASTRAZENECA_24;COVCI_NO_BIONTECH_25;COVCI_NO_MODERNA_26;COVCI_NO_JOHNSON_27;COVCI_NO_SPUTNIK_28;COVCI_NO_APPOINTMENT;COVCI_OPEN_30;Q9.1 - Parent Topics;Q9.1 - Topics
13.06.21 02:40;13.06.21 02:43;0;46;143;0;20.06.21 02:43;R_1myIsMLu54FbsqI;anonymous;DE;0,9;;;1;6;1;1;2;7;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 02:41;13.06.21 02:43;0;38;109;0;20.06.21 02:43;R_2SprHgROcB5dELa;anonymous;DE;0,9;;;1;6;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 02:43;13.06.21 02:43;0;13;20;0;20.06.21 02:43;R_1KoLOwNMOFtUKBd;anonymous;DE;0,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 02:42;13.06.21 02:46;0;38;215;0;20.06.21 02:46;R_2uWFSoWdOmipQYq;anonymous;DE;0,9;;1;1;7;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 02:45;13.06.21 02:46;0;46;63;0;20.06.21 02:46;R_1242e6KZZVxremh;anonymous;DE;0,9;;;1;6;2;1;1;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 02:44;13.06.21 02:48;0;21;229;0;20.06.21 02:48;R_1F5kGBirU4hkjpv;anonymous;DE;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 02:49;13.06.21 02:49;0;4;6;0;20.06.21 02:49;R_3JmGZtiZbE7CQ83;anonymous;DE;0,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 02:54;13.06.21 02:55;0;21;27;0;20.06.21 02:55;R_1gONgAZnkvskWVV;anonymous;DE;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 02:51;13.06.21 02:55;0;50;264;0;20.06.21 02:55;R_1rwQIztoFWQwyY4;anonymous;DE;1;;;1;4;1;2;2;4;3;2;2;2;4;4;5;0;4;4;5;2;1;4;5;3;5;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 02:53;13.06.21 02:56;0;50;143;0;20.06.21 02:56;R_1rOFLGHzL1xX8Rm;anonymous;DE;1;;;1;5;1;1;1;4;4;5;5;0;3;4;5;4;5;5;4;5;3;3;5;5;5;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 03:00;13.06.21 03:00;0;13;26;0;20.06.21 03:00;R_plSZQkKD1F0ZD8J;anonymous;DE;0,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 03:03;13.06.21 03:04;0;46;74;0;20.06.21 03:04;R_1gFolMiRSZlZZD5;anonymous;DE;1;;;1;7;1;1;2;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 03:00;13.06.21 03:06;0;50;393;0;20.06.21 03:06;R_28TcgHPJEwyKnRQ;anonymous;DE;0,9;;;1;7;1;1;2;7;4;4;5;0;2;4;4;1;4;4;4;4;0;1;5;4;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 03:04;13.06.21 03:07;0;46;161;0;20.06.21 03:07;R_1NqSzuE91WB9GZI;anonymous;DE;0,9;;;1;7;2;1;1;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 03:07;13.06.21 03:08;0;38;52;0;20.06.21 03:08;R_plYLqxzMbcwiE0x;anonymous;DE;1;;;1;7;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 03:14;13.06.21 03:15;0;46;58;0;20.06.21 03:15;R_8C7pHeuilPgIqzf;anonymous;DE;0,9;;1;1;7;2;2;2;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 03:18;13.06.21 03:19;0;46;80;0;20.06.21 03:19;R_BQetC2tzXu2UxFv;anonymous;DE;0,9;;;1;8;1;1;2;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 03:11;13.06.21 03:20;0;63;515;0;20.06.21 03:20;R_1FDNIMWORCLc0BJ;anonymous;DE;1;;1;1;6;1;1;2;2;4;2;2;0;1;1;3;0;4;3;4;4;0;1;4;4;3;1;0;3;5;2;0;2;1;3;1;4;4;1;4;0;0;2;4;0;5;2;3;1;0;5;0;2;0;4;0;0;1;0;0;4;0;0;0;0;4;0;0;0;5;4;5;5;5;5;5;4;5;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 03:18;13.06.21 03:22;0;46;210;0;20.06.21 03:22;R_3DpcYA7wlHHI7iM;anonymous;DE;1;;1;1;6;2;1;2;7;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 03:23;13.06.21 03:23;0;4;19;0;20.06.21 03:23;R_D2aRpj71JXkGdRn;anonymous;DE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 03:23;13.06.21 03:26;0;50;193;0;20.06.21 03:26;R_3Jn59K4TrH7jEYW;anonymous;DE;1;;;1;7;2;1;2;3;5;5;5;0;2;4;5;0;4;4;5;4;2;4;5;4;3;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 03:26;13.06.21 03:29;0;46;190;0;20.06.21 03:29;R_1dgjNTYCi7Brwba;anonymous;DE;0,9;;;1;8;2;3;2;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 03:29;13.06.21 03:30;0;46;94;0;20.06.21 03:30;R_2X4MJm37z5w25k9;anonymous;DE;1;;;1;6;2;2;1;7;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 03:22;13.06.21 03:31;0;21;568;0;20.06.21 03:31;R_C3wNe9G62lCkoTv;anonymous;DE;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 03:34;13.06.21 03:34;0;13;13;0;20.06.21 03:34;R_1JKP99dyVeC4Isk;anonymous;DE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 03:36;13.06.21 03:36;0;13;41;0;20.06.21 03:36;R_1hTmtUKiqTwHaq3;anonymous;DE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 03:28;13.06.21 03:38;0;75;601;0;20.06.21 03:39;R_11XWprBEX1zzRNr;anonymous;DE;0,9;;;1;4;2;1;2;4;3;3;4;4;2;2;4;0;4;5;5;5;1;5;5;5;3;5;0;3;5;0;0;3;5;5;2;4;3;1;1;0;2;3;5;3;1;4;5;2;0;4;1;3;2;4;1;0;3;1;0;2;0;0;0;1;4;0;3;0;5;5;5;5;5;5;5;5;5;5;5;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 03:34;13.06.21 03:44;0;54;550;0;20.06.21 03:44;R_1rCDRpa2kc5uLzB;qr;DE;1;;;1;6;2;1;1;4;2;4;4;1;1;4;4;1;4;4;4;4;1;4;5;3;3;3;1;5;4;1;1;3;2;4;1;4;5;2;2;2;2;3;4;4;3;4;4;2;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 03:42;13.06.21 03:44;0;46;75;0;20.06.21 03:44;R_31TUbwBdY2cFcg0;anonymous;DE;1;;;1;7;1;1;2;7;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 03:47;13.06.21 03:50;0;46;126;0;20.06.21 03:50;R_YSmK6iaVG9nOhXz;anonymous;DE;1;;;1;6;2;1;2;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 03:52;13.06.21 03:53;0;38;34;0;20.06.21 03:53;R_2RQZFKPjm7SOvgo;anonymous;DE;0,9;;;1;6;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 03:52;13.06.21 03:57;0;46;249;0;20.06.21 03:57;R_2b2dYOdkF3TAnpB;anonymous;DE;1;;;1;7;2;2;2;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 03:53;13.06.21 04:00;0;50;380;0;20.06.21 04:00;R_cRQMApJawoOH0Qh;anonymous;DE;0,9;;;1;8;1;1;2;2;7;4;4;0;4;4;4;1;4;4;4;3;3;3;3;4;3;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 04:03;13.06.21 04:04;0;8;11;0;20.06.21 04:04;R_Xt9ELLSPq8221m9;anonymous;DE;0,9;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 03:49;13.06.21 04:05;0;46;950;0;20.06.21 04:05;R_2zpeBdxYb18kgpa;anonymous;DE;1;;1;1;6;1;1;2;7;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 04:02;13.06.21 04:05;0;50;149;0;20.06.21 04:05;R_3LZLcHh54aq6UsJ;anonymous;DE;0,9;;;1;6;2;2;1;2;4;4;3;2;4;3;4;2;5;5;4;4;3;4;5;5;4;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 04:12;13.06.21 04:16;0;54;238;0;20.06.21 04:16;R_1IAfKSDCA1j189L;anonymous;DE;0,9;;;1;6;2;2;2;2;6;5;5;0;5;5;5;1;5;5;5;3;3;5;5;5;5;5;0;4;5;2;0;4;5;5;3;5;3;3;5;5;2;2;5;0;5;2;4;1;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 04:14;13.06.21 04:16;0;46;117;0;20.06.21 04:16;R_3EtIVjmjuqDufIU;anonymous;DE;0,9;;;1;8;2;2;2;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 04:16;13.06.21 04:17;0;13;37;0;20.06.21 04:17;R_1K8dqBppFJmSo96;anonymous;DE;0,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 04:16;13.06.21 04:18;0;46;149;0;20.06.21 04:18;R_4Vgs5NOwUoSPcPv;anonymous;DE;1;;;1;6;2;2;1;7;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 04:19;13.06.21 04:19;0;38;33;0;20.06.21 04:19;R_3HXQByv8JlFZ08Z;anonymous;DE;1;;1;1;5;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 04:18;13.06.21 04:20;0;50;130;0;20.06.21 04:21;R_RkLLigdUOLwxf6F;anonymous;DE;0,9;;1;1;7;2;2;1;5;5;4;4;3;3;3;4;1;5;5;4;3;4;4;4;4;3;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 04:17;13.06.21 04:22;0;50;291;0;20.06.21 04:22;R_3fwV78eWvFEaUW3;anonymous;DE;1;;;1;4;1;1;2;1;5;1;5;2;0;0;5;0;5;3;3;5;2;1;4;5;5;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 04:28;13.06.21 04:29;8;13;20;0;20.06.21 04:29;R_3RxVKbSXQGfHKVD;anonymous;DE;0,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 04:31;13.06.21 04:34;0;46;148;0;20.06.21 04:34;R_115dBcGyD91Y8jB;anonymous;DE;0,9;;;1;4;1;1;2;7;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.06.21 11:10;13.06.21 04:39;0;13;581292;0;20.06.21 04:39;R_1otcqePRY5tmBP7;anonymous;DE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 04:39;13.06.21 04:40;0;46;58;0;20.06.21 04:40;R_1lbq5OiCDE9fHlK;anonymous;DE;0,9;;;1;7;2;1;1;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 04:41;13.06.21 04:43;0;46;110;0;20.06.21 04:43;R_DlburEFKtnfmFG1;anonymous;DE;1;;;1;7;1;1;2;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 04:40;13.06.21 04:43;0;50;180;0;20.06.21 04:43;R_SNQIxbBxBWvL0yZ;anonymous;DE;0,9;;;1;4;2;1;2;2;5;4;5;3;4;5;5;0;4;4;4;4;1;4;5;5;3;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 04:47;13.06.21 04:49;0;46;126;0;20.06.21 04:49;R_2Ecn88v4J6uvLFx;anonymous;DE;1;;;1;7;2;2;2;7;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 04:54;13.06.21 04:54;0;13;37;0;20.06.21 04:54;R_sdNm5ShJYLt0F5D;anonymous;DE;0,9;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 05:01;13.06.21 05:02;0;46;64;0;20.06.21 05:02;R_1l0pZXmq9JVu04s;anonymous;DE;1;;;1;5;2;1;1;3;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 05:02;13.06.21 05:03;0;46;87;0;20.06.21 05:03;R_0PxGxlzBcH5u4AF;anonymous;DE;1;;;1;8;2;2;2;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 05:07;13.06.21 05:08;0;38;52;0;20.06.21 05:08;R_WjjBsHxODwL8umR;anonymous;DE;0,9;;;1;8;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.21 05:04;13.06.21 05:10;0;50;308;0;20.06.21 05:10;R_Ow19SteWUHzOWCl;anonymous;DE;0,9;;1;1;8;2;1;2;5;3;3;3;2;5;4;5;4;4;5;5;5;3;5;5;5;4;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
